x,y
862.143,671.596
977.618,669.958
760.506,576.715
818.055,575.899
720.846,541.045
756.605,540.537
153.13,693.691
214.488,692.821
366.003,580.995
394.383,580.593
651.779,669.225
707.906,668.429
596.008,576.304
623.957,575.908
589.1,544.189
607.364,543.93
593.073,520.026
606.841,519.831
591.722,508.006
602.813,507.848
