x,y
1.02841,861.252
176.593,789.999
176.593,789.999
347.025,720.868
347.025,720.868
594.513,624.619
594.513,624.619
691.579,588.421
691.579,588.421
745.047,563.828
745.047,563.828
753.771,564.796
753.771,564.796
735.529,573.038
735.529,573.038
694.46,591.558
694.46,591.558
596.43,629.577
596.43,629.577
394.363,710.806
394.363,710.806
0.565528,874.2

